crop_name,region,season,month,demand_index,avg_price,volatility,season_fit
Maize,East India,kharif,5,75.73,18.48,0.14,0.85
Maize,East India,kharif,6,57.37,17.48,0.14,0.85
Maize,East India,kharif,7,63.27,16.82,0.14,0.85
Maize,East India,kharif,8,61.2,15.89,0.14,0.85
Maize,East India,kharif,9,55.74,16.23,0.14,0.85
Maize,East India,kharif,10,61.99,16.4,0.14,0.85
Maize,East India,kharif,11,65.21,16.97,0.14,0.85
Maize,East India,kharif,12,67.85,18.34,0.14,0.85
Maize,East India,rabi,1,69.71,20.43,0.14,0.7
Maize,East India,rabi,2,68.58,20.94,0.14,0.7
Maize,East India,rabi,3,67.55,21.95,0.14,0.7
Maize,East India,rabi,4,64.22,21.88,0.14,0.7
Maize,East India,rabi,5,66.3,18.19,0.14,0.7
Maize,East India,rabi,6,65.64,17.49,0.14,0.7
Maize,East India,rabi,7,67.7,16.19,0.14,0.7
Maize,East India,rabi,8,60.17,14.42,0.14,0.7
Maize,East India,rabi,9,59.74,13.74,0.14,0.7
Maize,East India,rabi,10,54.48,16.16,0.14,0.7
Maize,East India,rabi,11,67.43,16.95,0.14,0.7
Maize,East India,rabi,12,60.17,17.96,0.14,0.7
Maize,East India,zaid,1,66.48,18.41,0.14,0.7
Maize,East India,zaid,2,75.12,21.09,0.14,0.7
Maize,East India,zaid,3,66.9,20.72,0.14,0.7
Maize,East India,zaid,4,68.64,18.59,0.14,0.7
Maize,East India,zaid,5,65.26,18.8,0.14,0.7
Maize,East India,zaid,6,59.99,17.79,0.14,0.7
Maize,East India,zaid,7,72.49,17.1,0.14,0.7
Maize,East India,zaid,8,59.55,16.04,0.14,0.7
Maize,East India,zaid,9,69.0,15.89,0.14,0.7
Maize,East India,zaid,10,62.7,15.24,0.14,0.7
Maize,East India,zaid,11,66.99,16.93,0.14,0.7
Maize,East India,zaid,12,69.48,18.48,0.14,0.7
Maize,Central India,kharif,1,71.75,18.92,0.14,0.85
Maize,Central India,kharif,2,74.19,20.51,0.14,0.85
Maize,Central India,kharif,3,78.38,20.1,0.14,0.85
Maize,Central India,kharif,4,76.28,20.51,0.14,0.85
Maize,Central India,kharif,5,63.24,18.96,0.14,0.85
Maize,Central India,kharif,6,63.4,18.32,0.14,0.85
Maize,Central India,kharif,7,66.11,16.25,0.14,0.85
Maize,Central India,kharif,8,62.28,17.07,0.14,0.85
Maize,Central India,kharif,9,70.64,15.58,0.14,0.85
Maize,Central India,kharif,10,62.59,15.74,0.14,0.85
Maize,Central India,kharif,11,66.57,15.93,0.14,0.85
Maize,Central India,kharif,12,63.71,16.74,0.14,0.85
Maize,Central India,rabi,1,68.5,19.88,0.14,0.7
Maize,Central India,rabi,2,65.18,21.68,0.14,0.7
Maize,Central India,rabi,3,61.87,19.43,0.14,0.7
Maize,Central India,rabi,4,68.72,21.23,0.14,0.7
Maize,Central India,rabi,5,74.92,18.98,0.14,0.7
Maize,Central India,rabi,6,70.39,17.97,0.14,0.7
Maize,Central India,rabi,7,62.64,17.27,0.14,0.7
Maize,Central India,rabi,8,65.66,14.62,0.14,0.7
Maize,Central India,rabi,9,69.38,16.19,0.14,0.7
Maize,Central India,rabi,10,59.27,15.92,0.14,0.7
Maize,Central India,rabi,11,65.97,16.83,0.14,0.7
Maize,Central India,rabi,12,62.25,17.49,0.14,0.7
Maize,Central India,zaid,1,66.37,20.3,0.14,0.7
Maize,Central India,zaid,2,70.32,20.02,0.14,0.7
Maize,Central India,zaid,3,71.86,18.22,0.14,0.7
Maize,Central India,zaid,4,73.34,18.85,0.14,0.7
Maize,Central India,zaid,5,64.69,18.44,0.14,0.7
Maize,Central India,zaid,6,58.53,18.88,0.14,0.7
Maize,Central India,zaid,7,61.16,16.89,0.14,0.7
Maize,Central India,zaid,8,62.17,15.98,0.14,0.7
Maize,Central India,zaid,9,62.38,14.48,0.14,0.7
Maize,Central India,zaid,10,67.38,15.34,0.14,0.7
Maize,Central India,zaid,11,55.72,16.35,0.14,0.7
Maize,Central India,zaid,12,72.5,18.64,0.14,0.7
Onion,North India,kharif,1,63.26,36.76,0.22,0.8
Onion,North India,kharif,2,64.49,44.97,0.22,0.8
Onion,North India,kharif,3,68.41,41.39,0.22,0.8
Onion,North India,kharif,4,71.25,40.17,0.22,0.8
Onion,North India,kharif,5,63.7,37.14,0.22,0.8
Onion,North India,kharif,6,63.14,34.91,0.22,0.8
Onion,North India,kharif,7,65.64,32.49,0.22,0.8
Onion,North India,kharif,8,64.57,30.29,0.22,0.8
Onion,North India,kharif,9,60.89,25.83,0.22,0.8
Onion,North India,kharif,10,65.48,31.15,0.22,0.8
Onion,North India,kharif,11,66.99,26.19,0.22,0.8
Onion,North India,kharif,12,73.94,34.68,0.22,0.8
Onion,North India,rabi,1,70.54,35.04,0.22,0.65
Onion,North India,rabi,2,69.16,36.8,0.22,0.65
Onion,North India,rabi,3,63.38,45.33,0.22,0.65
Onion,North India,rabi,4,65.14,40.11,0.22,0.65
Onion,North India,rabi,5,69.35,38.86,0.22,0.65
Onion,North India,rabi,6,64.25,35.84,0.22,0.65
Onion,North India,rabi,7,74.02,32.25,0.22,0.65
Onion,North India,rabi,8,61.91,32.57,0.22,0.65
Onion,North India,rabi,9,66.03,32.08,0.22,0.65
Onion,North India,rabi,10,64.1,28.16,0.22,0.65
Onion,North India,rabi,11,70.17,29.93,0.22,0.65
Onion,North India,rabi,12,65.01,33.26,0.22,0.65
Onion,North India,zaid,1,64.68,38.44,0.22,0.65
Onion,North India,zaid,2,67.7,40.65,0.22,0.65
Onion,North India,zaid,3,74.57,41.45,0.22,0.65
Onion,North India,zaid,4,64.88,42.06,0.22,0.65
Onion,North India,zaid,5,70.95,34.58,0.22,0.65
Onion,North India,zaid,6,66.49,36.62,0.22,0.65
Onion,North India,zaid,7,60.51,35.31,0.22,0.65
Onion,North India,zaid,8,60.15,30.71,0.22,0.65
Onion,North India,zaid,9,59.63,29.78,0.22,0.65
Onion,North India,zaid,10,55.42,27.56,0.22,0.65
Onion,North India,zaid,11,69.97,30.57,0.22,0.65
Onion,North India,zaid,12,58.54,30.03,0.22,0.65
Onion,South India,kharif,1,61.81,34.34,0.22,0.8
Onion,South India,kharif,2,74.31,42.18,0.22,0.8
Onion,South India,kharif,3,63.06,46.23,0.22,0.8
Onion,South India,kharif,4,71.01,38.7,0.22,0.8
Onion,South India,kharif,5,52.5,43.31,0.22,0.8
Onion,South India,kharif,6,56.55,31.2,0.22,0.8
Onion,South India,kharif,7,67.11,37.59,0.22,0.8
Onion,South India,kharif,8,67.82,31.59,0.22,0.8
Onion,South India,kharif,9,63.47,31.43,0.22,0.8
Onion,South India,kharif,10,64.7,31.02,0.22,0.8
Onion,South India,kharif,11,62.52,32.24,0.22,0.8
Onion,South India,kharif,12,59.73,34.35,0.22,0.8
Onion,South India,rabi,1,56.54,37.38,0.22,0.65
Onion,South India,rabi,2,61.16,36.67,0.22,0.65
Onion,South India,rabi,3,67.4,43.95,0.22,0.65
Onion,South India,rabi,4,70.69,35.45,0.22,0.65
Onion,South India,rabi,5,60.05,39.96,0.22,0.65
Onion,South India,rabi,6,58.59,34.48,0.22,0.65
Onion,South India,rabi,7,64.75,30.31,0.22,0.65
Onion,South India,rabi,8,61.43,27.77,0.22,0.65
Onion,South India,rabi,9,57.49,30.38,0.22,0.65
Onion,South India,rabi,10,52.94,31.34,0.22,0.65
Onion,South India,rabi,11,61.9,33.56,0.22,0.65
Onion,South India,rabi,12,64.62,38.15,0.22,0.65
Onion,South India,zaid,1,65.63,36.56,0.22,0.65
Onion,South India,zaid,2,66.71,40.96,0.22,0.65
Onion,South India,zaid,3,66.74,40.36,0.22,0.65
Onion,South India,zaid,4,62.59,37.82,0.22,0.65
Onion,South India,zaid,5,57.99,41.97,0.22,0.65
Onion,South India,zaid,6,57.28,33.4,0.22,0.65
Onion,South India,zaid,7,58.41,34.29,0.22,0.65
Onion,South India,zaid,8,59.43,32.96,0.22,0.65
Onion,South India,zaid,9,57.13,30.3,0.22,0.65
Onion,South India,zaid,10,56.73,34.76,0.22,0.65
Onion,South India,zaid,11,56.06,33.04,0.22,0.65
Onion,South India,zaid,12,66.67,35.96,0.22,0.65
Onion,West India,kharif,1,64.07,37.3,0.22,0.8
Onion,West India,kharif,2,66.32,39.16,0.22,0.8
Onion,West India,kharif,3,71.32,46.12,0.22,0.8
Onion,West India,kharif,4,63.31,35.97,0.22,0.8
Onion,West India,kharif,5,64.56,44.03,0.22,0.8
Onion,West India,kharif,6,59.48,38.79,0.22,0.8
Onion,West India,kharif,7,70.39,31.19,0.22,0.8
Onion,West India,kharif,8,63.75,33.73,0.22,0.8
Onion,West India,kharif,9,58.6,29.35,0.22,0.8
Onion,West India,kharif,10,57.99,28.41,0.22,0.8
Onion,West India,kharif,11,58.75,29.76,0.22,0.8
Onion,West India,kharif,12,63.67,33.22,0.22,0.8
Onion,West India,rabi,1,66.17,33.76,0.22,0.65
Onion,West India,rabi,2,67.75,41.72,0.22,0.65
Onion,West India,rabi,3,56.53,41.24,0.22,0.65
Onion,West India,rabi,4,72.24,36.39,0.22,0.65
Onion,West India,rabi,5,73.36,38.67,0.22,0.65
Onion,West India,rabi,6,59.97,34.87,0.22,0.65
Onion,West India,rabi,7,64.79,32.54,0.22,0.65
Onion,West India,rabi,8,63.6,28.6,0.22,0.65
Onion,West India,rabi,9,61.35,26.97,0.22,0.65
Onion,West India,rabi,10,60.35,28.64,0.22,0.65
Onion,West India,rabi,11,58.32,35.02,0.22,0.65
Onion,West India,rabi,12,68.96,36.41,0.22,0.65
Onion,West India,zaid,1,59.54,36.84,0.22,0.65
Onion,West India,zaid,2,72.16,39.92,0.22,0.65
Onion,West India,zaid,3,78.1,41.29,0.22,0.65
Onion,West India,zaid,4,67.06,38.74,0.22,0.65
Onion,West India,zaid,5,65.67,37.25,0.22,0.65
Onion,West India,zaid,6,67.04,37.21,0.22,0.65
Onion,West India,zaid,7,58.07,29.53,0.22,0.65
Onion,West India,zaid,8,51.72,31.47,0.22,0.65
Onion,West India,zaid,9,54.98,25.52,0.22,0.65
Onion,West India,zaid,10,62.84,35.46,0.22,0.65
Onion,West India,zaid,11,61.97,34.17,0.22,0.65
Onion,West India,zaid,12,63.91,34.77,0.22,0.65
Onion,East India,kharif,1,69.6,36.9,0.22,0.8
Onion,East India,kharif,2,67.44,40.39,0.22,0.8
Onion,East India,kharif,3,63.16,42.89,0.22,0.8
Onion,East India,kharif,4,65.22,37.57,0.22,0.8
Onion,East India,kharif,5,67.68,35.39,0.22,0.8
Onion,East India,kharif,6,63.64,34.98,0.22,0.8
Onion,East India,kharif,7,67.43,33.39,0.22,0.8
Onion,East India,kharif,8,60.78,32.1,0.22,0.8
Onion,East India,kharif,9,67.45,30.85,0.22,0.8
Onion,East India,kharif,10,60.95,27.82,0.22,0.8
Onion,East India,kharif,11,56.67,31.72,0.22,0.8
Onion,East India,kharif,12,60.45,34.57,0.22,0.8
Onion,East India,rabi,1,65.28,38.94,0.22,0.65
Onion,East India,rabi,2,65.75,40.82,0.22,0.65
Onion,East India,rabi,3,66.82,35.0,0.22,0.65
Onion,East India,rabi,4,61.4,39.17,0.22,0.65
Onion,East India,rabi,5,58.95,39.11,0.22,0.65
Onion,East India,rabi,6,71.15,37.82,0.22,0.65
Onion,East India,rabi,7,60.93,35.56,0.22,0.65
Onion,East India,rabi,8,61.65,29.78,0.22,0.65
Onion,East India,rabi,9,57.43,29.16,0.22,0.65
Onion,East India,rabi,10,58.96,30.8,0.22,0.65
Onion,East India,rabi,11,62.8,32.38,0.22,0.65
Onion,East India,rabi,12,65.68,37.75,0.22,0.65
Onion,East India,zaid,1,69.75,33.94,0.22,0.65
Onion,East India,zaid,2,53.33,41.99,0.22,0.65
Onion,East India,zaid,3,59.67,39.65,0.22,0.65
Onion,East India,zaid,4,60.25,34.84,0.22,0.65
Onion,East India,zaid,5,67.71,39.51,0.22,0.65
Onion,East India,zaid,6,60.62,29.01,0.22,0.65
Onion,East India,zaid,7,59.27,33.21,0.22,0.65
Onion,East India,zaid,8,53.51,30.82,0.22,0.65
Onion,East India,zaid,9,60.42,30.89,0.22,0.65
Onion,East India,zaid,10,61.5,28.5,0.22,0.65
Onion,East India,zaid,11,67.98,32.04,0.22,0.65
Onion,East India,zaid,12,63.36,32.84,0.22,0.65
Onion,Central India,kharif,1,62.78,35.43,0.22,0.8
Onion,Central India,kharif,2,65.23,44.01,0.22,0.8
Onion,Central India,kharif,3,59.64,35.96,0.22,0.8
Onion,Central India,kharif,4,73.45,39.0,0.22,0.8
Onion,Central India,kharif,5,61.65,40.21,0.22,0.8
Onion,Central India,kharif,6,60.47,39.22,0.22,0.8
Onion,Central India,kharif,7,65.39,31.33,0.22,0.8
Onion,Central India,kharif,8,71.69,29.24,0.22,0.8
Onion,Central India,kharif,9,64.21,30.34,0.22,0.8
Onion,Central India,kharif,10,67.41,33.59,0.22,0.8
Onion,Central India,kharif,11,62.16,30.77,0.22,0.8
Onion,Central India,kharif,12,65.8,33.43,0.22,0.8
Onion,Central India,rabi,1,75.07,37.96,0.22,0.65
Onion,Central India,rabi,2,64.27,40.03,0.22,0.65
Onion,Central India,rabi,3,59.76,37.67,0.22,0.65
Onion,Central India,rabi,4,72.1,37.83,0.22,0.65
Onion,Central India,rabi,5,59.77,38.96,0.22,0.65
Onion,Central India,rabi,6,69.43,36.66,0.22,0.65
Onion,Central India,rabi,7,66.98,30.76,0.22,0.65
Onion,Central India,rabi,8,53.79,33.47,0.22,0.65
Onion,Central India,rabi,9,58.89,29.26,0.22,0.65
Onion,Central India,rabi,10,67.54,31.57,0.22,0.65
Onion,Central India,rabi,11,64.28,37.0,0.22,0.65
Onion,Central India,rabi,12,60.28,37.14,0.22,0.65
Onion,Central India,zaid,1,65.29,38.29,0.22,0.65
Onion,Central India,zaid,2,73.74,40.87,0.22,0.65
Onion,Central India,zaid,3,69.19,43.1,0.22,0.65
Onion,Central India,zaid,4,64.27,37.36,0.22,0.65
Onion,Central India,zaid,5,59.78,32.74,0.22,0.65
Onion,Central India,zaid,6,73.78,32.45,0.22,0.65
Onion,Central India,zaid,7,60.89,31.78,0.22,0.65
Onion,Central India,zaid,8,62.44,32.09,0.22,0.65
Onion,Central India,zaid,9,64.8,28.61,0.22,0.65
Onion,Central India,zaid,10,60.07,31.02,0.22,0.65
Onion,Central India,zaid,11,60.76,35.81,0.22,0.65
Onion,Central India,zaid,12,65.95,36.7,0.22,0.65
Potato,North India,kharif,1,68.91,22.86,0.18,0.82
Potato,North India,kharif,2,67.6,21.02,0.18,0.82
Potato,North India,kharif,3,69.1,22.19,0.18,0.82
Potato,North India,kharif,4,64.05,23.31,0.18,0.82
Potato,North India,kharif,5,71.79,21.52,0.18,0.82
Potato,North India,kharif,6,65.64,21.84,0.18,0.82
Potato,North India,kharif,7,63.8,21.1,0.18,0.82
Potato,North India,kharif,8,64.33,15.75,0.18,0.82
Potato,North India,kharif,9,64.87,17.35,0.18,0.82
Potato,North India,kharif,10,67.95,18.03,0.18,0.82
Potato,North India,kharif,11,61.91,17.28,0.18,0.82
Potato,North India,kharif,12,63.05,19.08,0.18,0.82
Potato,North India,rabi,1,62.7,22.18,0.18,0.67
Potato,North India,rabi,2,75.05,23.08,0.18,0.67
Potato,North India,rabi,3,61.12,23.55,0.18,0.67
Potato,North India,rabi,4,72.68,21.85,0.18,0.67
Potato,North India,rabi,5,64.93,21.52,0.18,0.67
Potato,North India,rabi,6,60.18,20.7,0.18,0.67
Potato,North India,rabi,7,62.0,18.92,0.18,0.67
Potato,North India,rabi,8,57.06,16.99,0.18,0.67
Potato,North India,rabi,9,64.71,16.66,0.18,0.67
Potato,North India,rabi,10,70.14,17.03,0.18,0.67
Potato,North India,rabi,11,63.72,19.43,0.18,0.67
Potato,North India,rabi,12,57.01,18.1,0.18,0.67
Potato,North India,zaid,1,57.97,22.97,0.18,0.67
Potato,North India,zaid,2,63.94,25.72,0.18,0.67
Potato,North India,zaid,3,64.28,23.23,0.18,0.67
Potato,North India,zaid,4,74.41,25.05,0.18,0.67
Potato,North India,zaid,5,75.91,22.9,0.18,0.67
Potato,North India,zaid,6,69.22,20.64,0.18,0.67
Potato,North India,zaid,7,66.49,17.95,0.18,0.67
Potato,North India,zaid,8,57.41,17.4,0.18,0.67
Potato,North India,zaid,9,60.25,16.58,0.18,0.67
Potato,North India,zaid,10,64.98,18.3,0.18,0.67
Potato,North India,zaid,11,63.04,19.98,0.18,0.67
Potato,North India,zaid,12,58.39,19.79,0.18,0.67
Potato,South India,kharif,1,62.02,19.33,0.18,0.82
Potato,South India,kharif,2,66.28,22.45,0.18,0.82
Potato,South India,kharif,3,74.67,23.78,0.18,0.82
Potato,South India,kharif,4,61.58,24.86,0.18,0.82
Potato,South India,kharif,5,71.71,22.18,0.18,0.82
Potato,South India,kharif,6,62.97,18.96,0.18,0.82
Potato,South India,kharif,7,60.74,19.59,0.18,0.82
Potato,South India,kharif,8,70.92,18.85,0.18,0.82
Potato,South India,kharif,9,58.66,15.97,0.18,0.82
Potato,South India,kharif,10,62.21,15.74,0.18,0.82
Potato,South India,kharif,11,64.22,18.35,0.18,0.82
Potato,South India,kharif,12,61.77,18.28,0.18,0.82
Potato,South India,rabi,1,68.17,20.88,0.18,0.67
Potato,South India,rabi,2,60.85,19.09,0.18,0.67
Potato,South India,rabi,3,66.96,25.2,0.18,0.67
Potato,South India,rabi,4,75.0,22.04,0.18,0.67
Potato,South India,rabi,5,62.59,22.04,0.18,0.67
Potato,South India,rabi,6,59.11,20.33,0.18,0.67
Potato,South India,rabi,7,66.43,19.73,0.18,0.67
Potato,South India,rabi,8,61.0,17.21,0.18,0.67
Potato,South India,rabi,9,56.71,16.24,0.18,0.67
Potato,South India,rabi,10,60.37,17.75,0.18,0.67
Potato,South India,rabi,11,67.17,17.7,0.18,0.67
Potato,South India,rabi,12,71.56,19.71,0.18,0.67
Potato,South India,zaid,1,65.49,20.63,0.18,0.67
Potato,South India,zaid,2,54.58,23.68,0.18,0.67
Potato,South India,zaid,3,70.78,22.65,0.18,0.67
Potato,South India,zaid,4,67.03,23.23,0.18,0.67
Potato,South India,zaid,5,57.79,20.89,0.18,0.67
Potato,South India,zaid,6,68.07,18.65,0.18,0.67
Potato,South India,zaid,7,64.07,17.14,0.18,0.67
Potato,South India,zaid,8,63.83,17.37,0.18,0.67
Potato,South India,zaid,9,53.02,18.07,0.18,0.67
Potato,South India,zaid,10,57.83,16.64,0.18,0.67
Potato,South India,zaid,11,63.6,19.65,0.18,0.67
Potato,South India,zaid,12,59.02,20.07,0.18,0.67
Potato,West India,kharif,1,67.74,22.3,0.18,0.82
Potato,West India,kharif,2,67.58,22.15,0.18,0.82
Potato,West India,kharif,3,62.96,23.11,0.18,0.82
Potato,West India,kharif,4,61.34,19.03,0.18,0.82
Potato,West India,kharif,5,67.78,22.55,0.18,0.82
Potato,West India,kharif,6,52.29,18.91,0.18,0.82
Potato,West India,kharif,7,65.7,20.56,0.18,0.82
Potato,West India,kharif,8,61.61,16.72,0.18,0.82
Potato,West India,kharif,9,60.19,18.26,0.18,0.82
Potato,West India,kharif,10,58.27,16.65,0.18,0.82
Potato,West India,kharif,11,60.19,17.55,0.18,0.82
Potato,West India,kharif,12,64.71,21.75,0.18,0.82
Potato,West India,rabi,1,67.22,21.21,0.18,0.67
Potato,West India,rabi,2,65.24,20.69,0.18,0.67
Potato,West India,rabi,3,71.52,22.9,0.18,0.67
Potato,West India,rabi,4,65.8,26.49,0.18,0.67
Potato,West India,rabi,5,67.09,20.63,0.18,0.67
Potato,West India,rabi,6,61.97,21.24,0.18,0.67
Potato,West India,rabi,7,63.17,17.06,0.18,0.67
Potato,West India,rabi,8,66.1,16.77,0.18,0.67
Potato,West India,rabi,9,70.47,17.99,0.18,0.67
Potato,West India,rabi,10,59.27,18.61,0.18,0.67
Potato,West India,rabi,11,62.94,19.35,0.18,0.67
Potato,West India,rabi,12,66.52,19.09,0.18,0.67
Potato,West India,zaid,1,62.38,22.7,0.18,0.67
Potato,West India,zaid,2,65.02,22.11,0.18,0.67
Potato,West India,zaid,3,62.32,23.53,0.18,0.67
Potato,West India,zaid,4,77.01,21.3,0.18,0.67
Potato,West India,zaid,5,65.72,23.14,0.18,0.67
Potato,West India,zaid,6,63.7,20.49,0.18,0.67
Potato,West India,zaid,7,57.29,18.93,0.18,0.67
Potato,West India,zaid,8,60.57,18.33,0.18,0.67
Potato,West India,zaid,9,67.04,19.38,0.18,0.67
Potato,West India,zaid,10,64.4,17.71,0.18,0.67
Potato,West India,zaid,11,63.57,18.15,0.18,0.67
Potato,West India,zaid,12,65.79,19.68,0.18,0.67
Potato,East India,kharif,1,66.44,23.03,0.18,0.82
Potato,East India,kharif,2,61.67,23.99,0.18,0.82
Potato,East India,kharif,3,73.69,22.85,0.18,0.82
Potato,East India,kharif,4,56.09,21.86,0.18,0.82
Potato,East India,kharif,5,72.08,21.47,0.18,0.82
Potato,East India,kharif,6,59.1,19.45,0.18,0.82
Potato,East India,kharif,7,66.8,19.05,0.18,0.82
Potato,East India,kharif,8,60.31,17.06,0.18,0.82
Potato,East India,kharif,9,59.14,16.15,0.18,0.82
Potato,East India,kharif,10,69.58,17.1,0.18,0.82
Potato,East India,kharif,11,68.69,20.02,0.18,0.82
Potato,East India,kharif,12,69.09,19.53,0.18,0.82
Potato,East India,rabi,1,67.62,21.47,0.18,0.67
Potato,East India,rabi,2,62.18,22.99,0.18,0.67
Potato,East India,rabi,3,61.2,24.48,0.18,0.67
Potato,East India,rabi,4,64.37,22.84,0.18,0.67
Potato,East India,rabi,5,67.02,21.2,0.18,0.67
Potato,East India,rabi,6,67.03,19.49,0.18,0.67
Potato,East India,rabi,7,66.96,17.16,0.18,0.67
Potato,East India,rabi,8,62.13,19.22,0.18,0.67
Potato,East India,rabi,9,56.1,16.38,0.18,0.67
Potato,East India,rabi,10,64.07,17.57,0.18,0.67
Potato,East India,rabi,11,64.35,18.99,0.18,0.67
Potato,East India,rabi,12,67.27,21.2,0.18,0.67
Potato,East India,zaid,1,67.65,21.22,0.18,0.67
Potato,East India,zaid,2,70.06,24.92,0.18,0.67
Potato,East India,zaid,3,66.44,21.79,0.18,0.67
Potato,East India,zaid,4,72.23,22.45,0.18,0.67
Potato,East India,zaid,5,54.74,22.48,0.18,0.67
Potato,East India,zaid,6,61.42,19.9,0.18,0.67
Potato,East India,zaid,7,64.26,18.69,0.18,0.67
Potato,East India,zaid,8,65.05,16.99,0.18,0.67
Potato,East India,zaid,9,63.67,16.76,0.18,0.67
Potato,East India,zaid,10,65.2,17.98,0.18,0.67
Potato,East India,zaid,11,57.92,19.58,0.18,0.67
Potato,East India,zaid,12,61.42,20.87,0.18,0.67
Potato,Central India,kharif,1,67.44,23.63,0.18,0.82
Potato,Central India,kharif,2,65.58,22.17,0.18,0.82
Potato,Central India,kharif,3,67.0,22.62,0.18,0.82
Potato,Central India,kharif,4,70.7,20.63,0.18,0.82
Potato,Central India,kharif,5,60.33,20.26,0.18,0.82
Potato,Central India,kharif,6,68.85,21.85,0.18,0.82
Potato,Central India,kharif,7,62.08,18.33,0.18,0.82
Potato,Central India,kharif,8,61.85,18.49,0.18,0.82
Potato,Central India,kharif,9,56.46,17.22,0.18,0.82
Potato,Central India,kharif,10,66.38,17.87,0.18,0.82
Potato,Central India,kharif,11,63.55,19.5,0.18,0.82
Potato,Central India,kharif,12,50.58,20.73,0.18,0.82
Potato,Central India,rabi,1,62.33,19.37,0.18,0.67
Potato,Central India,rabi,2,69.25,24.27,0.18,0.67
Potato,Central India,rabi,3,66.41,24.18,0.18,0.67
Potato,Central India,rabi,4,74.76,24.2,0.18,0.67
Potato,Central India,rabi,5,73.8,22.36,0.18,0.67
Potato,Central India,rabi,6,64.48,18.27,0.18,0.67
Potato,Central India,rabi,7,61.37,17.66,0.18,0.67
Potato,Central India,rabi,8,72.36,17.24,0.18,0.67
Potato,Central India,rabi,9,61.72,17.51,0.18,0.67
Potato,Central India,rabi,10,61.72,18.99,0.18,0.67
Potato,Central India,rabi,11,59.49,18.69,0.18,0.67
Potato,Central India,rabi,12,60.39,18.57,0.18,0.67
Potato,Central India,zaid,1,62.54,21.46,0.18,0.67
Potato,Central India,zaid,2,64.55,21.75,0.18,0.67
Potato,Central India,zaid,3,60.07,22.9,0.18,0.67
Potato,Central India,zaid,4,59.17,23.53,0.18,0.67
Potato,Central India,zaid,5,66.01,19.81,0.18,0.67
Potato,Central India,zaid,6,62.55,19.19,0.18,0.67
Potato,Central India,zaid,7,64.2,19.84,0.18,0.67
Potato,Central India,zaid,8,52.13,17.51,0.18,0.67
Potato,Central India,zaid,9,60.3,17.62,0.18,0.67
Potato,Central India,zaid,10,62.57,16.7,0.18,0.67
Potato,Central India,zaid,11,61.0,17.7,0.18,0.67
Potato,Central India,zaid,12,69.48,20.02,0.18,0.67
Tomato,North India,kharif,1,73.91,32.1,0.25,0.78
Tomato,North India,kharif,2,61.96,30.05,0.25,0.78
Tomato,North India,kharif,3,56.88,30.4,0.25,0.78
Tomato,North India,kharif,4,66.83,35.19,0.25,0.78
Tomato,North India,kharif,5,56.49,34.41,0.25,0.78
Tomato,North India,kharif,6,60.48,30.33,0.25,0.78
Tomato,North India,kharif,7,69.46,29.62,0.25,0.78
Tomato,North India,kharif,8,58.96,24.36,0.25,0.78
Tomato,North India,kharif,9,49.14,24.12,0.25,0.78
Tomato,North India,kharif,10,59.25,24.17,0.25,0.78
Tomato,North India,kharif,11,60.74,27.91,0.25,0.78
Tomato,North India,kharif,12,61.78,28.54,0.25,0.78
Tomato,North India,rabi,1,65.24,33.32,0.25,0.63
Tomato,North India,rabi,2,60.05,37.48,0.25,0.63
Tomato,North India,rabi,3,65.41,34.55,0.25,0.63
Tomato,North India,rabi,4,69.04,34.49,0.25,0.63
Tomato,North India,rabi,5,69.17,32.94,0.25,0.63
Tomato,North India,rabi,6,59.84,30.81,0.25,0.63
Tomato,North India,rabi,7,55.68,27.98,0.25,0.63
Tomato,North India,rabi,8,60.14,25.7,0.25,0.63
Tomato,North India,rabi,9,59.26,21.9,0.25,0.63
Tomato,North India,rabi,10,57.56,26.28,0.25,0.63
Tomato,North India,rabi,11,62.2,25.61,0.25,0.63
Tomato,North India,rabi,12,69.23,28.05,0.25,0.63
Tomato,North India,zaid,1,69.25,33.28,0.25,0.63
Tomato,North India,zaid,2,62.27,38.41,0.25,0.63
Tomato,North India,zaid,3,59.93,36.88,0.25,0.63
Tomato,North India,zaid,4,70.5,32.19,0.25,0.63
Tomato,North India,zaid,5,71.36,31.65,0.25,0.63
Tomato,North India,zaid,6,64.34,30.59,0.25,0.63
Tomato,North India,zaid,7,60.73,29.44,0.25,0.63
Tomato,North India,zaid,8,64.27,22.68,0.25,0.63
Tomato,North India,zaid,9,66.42,22.32,0.25,0.63
Tomato,North India,zaid,10,65.46,28.31,0.25,0.63
Tomato,North India,zaid,11,55.95,26.89,0.25,0.63
Tomato,North India,zaid,12,57.37,29.52,0.25,0.63
Tomato,South India,kharif,1,62.86,34.14,0.25,0.78
Tomato,South India,kharif,2,72.05,37.45,0.25,0.78
Tomato,South India,kharif,3,63.09,33.96,0.25,0.78
Tomato,South India,kharif,4,57.08,31.85,0.25,0.78
Tomato,South India,kharif,5,69.22,36.16,0.25,0.78
Tomato,South India,kharif,6,56.73,28.67,0.25,0.78
Tomato,South India,kharif,7,61.27,28.33,0.25,0.78
Tomato,South India,kharif,8,56.25,26.93,0.25,0.78
Tomato,South India,kharif,9,57.53,25.47,0.25,0.78
Tomato,South India,kharif,10,63.03,26.12,0.25,0.78
Tomato,South India,kharif,11,59.22,27.52,0.25,0.78
Tomato,South India,kharif,12,62.46,29.17,0.25,0.78
